aspect,category,term,count,rank
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm or harming others: Hitting: Punching,kill,1,3
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm or harming others: Hitting: Punching,myself,1,4
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm or harming others: Hitting: Punching,over,1,5
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm or harming others: Hitting: Punching,punch,1,6
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm or harming others: Hitting: Punching,wall,1,7
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm or harming others: Other,kill,2,1
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm or harming others: Other,dead,1,2
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm or harming others: Other,everyone,1,3
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm or harming others: Other,find,1,4
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm or harming others: Other,furniture,1,5
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm or harming others: Other,heroin,1,6
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm or harming others: Other,in,1,7
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm or harming others: Other,kick,1,8
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm or harming others: Other,minute,1,9
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm or harming others: Other,myself,1,10
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm or harming others: Other Violent Methods (Other),finger,1,1
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm or harming others: Other Violent Methods (Other),gun,1,2
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm or harming others: Other Violent Methods (Other),in,1,3
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm or harming others: Other Violent Methods (Other),mouth,1,4
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm or harming others: Other Violent Methods (Other),my,1,5
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm or harming others: Poisoning,laxative,1,1
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm or harming others: Poisoning,ods,1,2
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm or harming others: Self hatred,self,2,1
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm or harming others: Self hatred,esteem,1,2
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm or harming others: Self hatred,hatr,1,3
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm or harming others: Self hatred,low,1,4
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm or harming others: Substance Abuse,coke,2,1
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm or harming others: Substance Abuse,day,2,2
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm or harming others: Substance Abuse,drink,2,3
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm or harming others: Substance Abuse,alc,1,4
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm or harming others: Substance Abuse,and,1,5
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm or harming others: Substance Abuse,binge,1,6
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm or harming others: Substance Abuse,every,1,7
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm or harming others: Substance Abuse,gin,1,8
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm or harming others: Substance Abuse,glass,1,9
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm or harming others: Substance Abuse,half,1,10
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm or harming others: Suffocation,and,1,1
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm or harming others: Suffocation,attempt,1,2
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm or harming others: Suffocation,her,1,3
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm or harming others: Suffocation,herself,1,4
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm or harming others: Suffocation,mutilation,1,5
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm or harming others: Suffocation,myself,1,6
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm or harming others: Suffocation,punch,1,7
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm or harming others: Suffocation,self,1,8
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm or harming others: Suffocation,strangle,1,9
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm or harming others: Suffocation,suffocate,1,10
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm or harming others:Other,cut,1,1
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm or harming others:Other,do,1,2
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm or harming others:Other,drug,1,3
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm or harming others:Other,myself,1,4
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm: Poisoning,and,1,1
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm: Poisoning,drink,1,2
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm: Poisoning,from,1,3
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm: Poisoning,in,1,4
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm: Poisoning,it,1,5
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm: Poisoning,just,1,6
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm: Poisoning,local,1,7
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm: Poisoning,mouthwash,1,8
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm: Poisoning,order,1,9
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm: Poisoning,out,1,10
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Suicide,kill,50,1
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Suicide,the,28,2
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Suicide,me,24,3
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Suicide,my,23,4
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Suicide,to,19,5
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Suicide,in,17,6
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Suicide,myself,17,7
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Suicide,and,16,8
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Suicide,of,15,9
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Suicide,suicide,15,10
"Methods or actions of Suicide, Self Harm or harming others","Methods or actions of Suicide
Poisoning
Ingestion of household chemicals",agent,1,1
"Methods or actions of Suicide, Self Harm or harming others","Methods or actions of Suicide
Poisoning
Ingestion of household chemicals",clean,1,2
"Methods or actions of Suicide, Self Harm or harming others","Methods or actions of Suicide
Poisoning
Ingestion of household chemicals",drink,1,3
"Methods or actions of Suicide, Self Harm or harming others","Methods or actions of Suicide
Poisoning
Ingestion of household chemicals",of,1,4
"Methods or actions of Suicide, Self Harm or harming others","Methods or actions of Suicide
Poisoning
Ingestion of household chemicals",shit,1,5
"Methods or actions of Suicide, Self Harm or harming others","Methods or actions of Suicide
Poisoning
Ingestion of household chemicals",ton,1,6
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Suicide Methods or actions,bleach,1,1
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Suicide or Self Harm,accident,1,1
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Suicide or Self Harm,an,1,2
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Suicide or Self Harm,hook,1,3
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Suicide or Self Harm,it,1,4
